path	course	id	title	characters	line_count	blank_line_count	max_consecutive_lines	block_count	max_block_characters	machine_audit	priority	recommended_action	projected_blank_line_count	layout_outcome	implementation_status	review_status	reviewer	reviewed_at	notes
public/cet/lessons/cet4/cet4-20231201.json	cet	cet4-20231201	2023年12月英语四级真题第1套	25033	213	0	213	9	3884	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	8	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet4/cet4-20231202.json	cet	cet4-20231202	2023年12月英语四级真题第2套	24131	211	0	211	9	3927	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	8	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet4/cet4-20231203.json	cet	cet4-20231203	2023年12月英语四级真题第3套	18208	108	0	108	6	3757	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	5	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet4/cet4-20240601.json	cet	cet4-20240601	2024年6月英语四级真题第1套	24057	230	0	230	19	3988	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	18	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet4/cet4-20240602.json	cet	cet4-20240602	2024年6月英语四级真题第2套	24003	166	0	166	18	4429	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	17	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet4/cet4-20240603.json	cet	cet4-20240603	2024年6月英语四级真题第3套	18922	118	0	118	14	4031	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	13	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet4/cet4-20241201.json	cet	cet4-20241201	2024年12月英语四级真题第1套	24807	184	0	184	19	4922	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	18	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet4/cet4-20241202.json	cet	cet4-20241202	2024年12月英语四级真题第2套	25123	204	0	204	17	5308	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	16	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet4/cet4-20241203.json	cet	cet4-20241203	2024年12月英语四级真题第3套	18546	113	0	113	15	5610	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	14	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet4/cet4-20250601.json	cet	cet4-20250601	2025年6月英语四级真题第1套	24634	184	0	184	21	5160	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	20	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet4/cet4-20250602.json	cet	cet4-20250602	2025年6月英语四级真题第2套	23955	179	0	179	22	4517	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	21	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet4/cet4-20250603.json	cet	cet4-20250603	2025年6月英语四级真题第3套	18181	108	0	108	16	5056	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	15	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet4/cet4-20251201.json	cet	cet4-20251201	2025年12月英语四级真题第1套	24980	187	0	187	22	5168	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	21	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet4/cet4-20251202.json	cet	cet4-20251202	2025年12月英语四级真题第2套	24694	191	0	191	23	5271	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	22	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet4/cet4-20251203.json	cet	cet4-20251203	2025年12月英语四级真题第3套	18782	111	0	111	14	5149	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	13	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20151203.json	cet	cet6-20151203	2015年12月英语六级真题第3套	30308	236	0	236	13	3320	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	12	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20180601.json	cet	cet6-20180601	2018年6月英语六级真题第1套	26433	194	0	194	7	5532	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	6	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20180602.json	cet	cet6-20180602	2018年6月英语六级真题第2套	26504	186	0	186	9	4948	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	8	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20180603.json	cet	cet6-20180603	2018年6月英语六级真题第3套	21007	117	0	117	7	4764	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	6	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20181201.json	cet	cet6-20181201	2018年12月英语六级真题第1套	27140	233	0	233	8	5073	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	7	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20181202.json	cet	cet6-20181202	2018年12月英语六级真题第2套	27070	247	0	247	8	4779	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	7	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20181203.json	cet	cet6-20181203	2018年12月英语六级真题第3套	21127	117	0	117	6	4658	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	5	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20190601.json	cet	cet6-20190601	2019年6月英语六级真题第1套	26246	217	0	217	10	3665	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	9	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20190602.json	cet	cet6-20190602	2019年6月英语六级真题第2套	27042	244	0	244	10	4120	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	9	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20190603.json	cet	cet6-20190603	2019年6月英语六级真题第3套	21387	123	0	123	8	3836	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	7	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20191201.json	cet	cet6-20191201	2019年12月英语六级真题第1套	24086	172	0	172	9	4283	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	8	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20191202.json	cet	cet6-20191202	2019年12月英语六级真题第2套	23915	192	0	192	9	4105	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	8	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20191203.json	cet	cet6-20191203	2019年12月英语六级真题第3套	24421	193	0	193	42	3591	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	41	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20200700.json	cet	cet6-20200700	2020年7月英语六级真题全套合卷	29172	234	0	234	12	3426	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	11	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20200901.json	cet	cet6-20200901	2020年9月英语六级真题第1套	28321	216	0	216	8	4521	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	7	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20200902.json	cet	cet6-20200902	2020年9月英语六级真题第2套	22144	119	0	119	6	4422	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	5	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20201201.json	cet	cet6-20201201	2020年12月英语六级真题第1套	27932	218	0	218	10	4278	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	9	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20201202.json	cet	cet6-20201202	2020年12月英语六级真题第2套	28359	225	0	225	8	4762	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	7	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20201203.json	cet	cet6-20201203	2020年12月英语六级真题第3套	21191	136	0	136	21	4220	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	20	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20210601.json	cet	cet6-20210601	2021年6月英语六级真题第1套	27366	198	0	198	8	4350	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	7	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20210602.json	cet	cet6-20210602	2021年6月英语六级真题第2套	28058	195	0	195	8	4525	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	7	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20210603.json	cet	cet6-20210603	2021年6月英语六级真题第3套	20935	100	0	100	6	4312	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	5	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20211201.json	cet	cet6-20211201	2021年12月英语六级真题第1套	26913	231	0	231	12	3458	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	11	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20211202.json	cet	cet6-20211202	2021年12月英语六级真题第2套	26704	206	0	206	12	3139	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	11	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20211203.json	cet	cet6-20211203	2021年12月英语六级真题第3套	19486	111	0	111	8	3471	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	7	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20220601.json	cet	cet6-20220601	2022年6月英语六级真题第1套	27715	199	0	199	21	2091	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	20	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20220602.json	cet	cet6-20220602	2022年6月英语六级真题第2套	22321	136	0	136	16	1936	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	15	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20220900.json	cet	cet6-20220900	2022年9月英语六级真题全套合卷	30000	256	0	256	13	3315	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	12	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20221201.json	cet	cet6-20221201	2022年12月英语六级真题第1套	27431	209	0	209	8	4450	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	7	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20221202.json	cet	cet6-20221202	2022年12月英语六级真题第2套	27948	227	0	227	8	4334	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	7	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20221203.json	cet	cet6-20221203	2022年12月英语六级真题第3套	21168	116	0	116	6	4253	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	5	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20230300.json	cet	cet6-20230300	2023年3月英语六级真题全套合卷	28895	232	0	232	11	4111	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	10	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20230601.json	cet	cet6-20230601	2023年6月英语六级真题第1套	28038	202	0	202	17	4411	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	16	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20230602.json	cet	cet6-20230602	2023年6月英语六级真题第2套	28028	209	0	209	17	4555	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	16	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20230603.json	cet	cet6-20230603	2023年6月英语六级真题第3套	21758	109	0	109	11	4557	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	10	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20231201.json	cet	cet6-20231201	2023年12月英语六级真题第1套	28337	197	0	197	9	4337	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	8	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20231202.json	cet	cet6-20231202	2023年12月英语六级真题第2套	28815	200	0	200	9	4244	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	8	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20231203.json	cet	cet6-20231203	2023年12月英语六级真题第3套	22035	118	0	118	6	4486	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	5	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20240601.json	cet	cet6-20240601	2024年6月英语六级真题第1套	29391	236	0	236	17	4594	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	16	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20240602.json	cet	cet6-20240602	2024年6月英语六级真题第2套	28384	241	0	241	22	4169	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	21	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20240603.json	cet	cet6-20240603	2024年6月英语六级真题第3套	20741	128	0	128	15	4106	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	14	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20241201.json	cet	cet6-20241201	2024年12月英语六级真题第1套	28212	210	0	210	18	5223	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	17	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20241202.json	cet	cet6-20241202	2024年12月英语六级真题第2套	27403	204	0	204	20	5357	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	19	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20241203.json	cet	cet6-20241203	2024年12月英语六级真题第3套	21935	116	0	116	12	5444	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	11	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20250601.json	cet	cet6-20250601	2025年6月英语六级真题第1套	29608	208	0	208	20	5451	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	19	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20250602.json	cet	cet6-20250602	2025年6月英语六级真题第2套	27820	204	0	204	24	5353	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	23	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20250603.json	cet	cet6-20250603	2025年6月英语六级真题第3套	22464	124	0	124	15	5198	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	14	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20251201.json	cet	cet6-20251201	2025年12月英语六级真题第1套	27288	191	0	191	23	5195	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	22	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20251202.json	cet	cet6-20251202	2025年12月英语六级真题第2套	27768	201	0	201	21	5172	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	20	spacing_added	applied_frontend	resolved_frontend			
public/cet/lessons/cet6/cet6-20251203.json	cet	cet6-20251203	2025年12月英语六级真题第3套	21739	127	0	127	15	5173	text_and_structure_present	P0	render_existing_blocks_as_paragraphs	14	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u01-a.json	college-english	rw1-u01-a	Toward a brighter future for all	4412	8	0	8	8	929	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	7	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u01-b.json	college-english	rw1-u01-b	What we wish	4306	12	0	12	11	899	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	10	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u01-c.json	college-english	rw1-u01-c	The post-00s looking forward to a colorful life	1971	7	0	7	7	431	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	6	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u02-a.json	college-english	rw1-u02-a	A child’s clutter awaits an adult’s return	4195	22	0	22	22	523	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	21	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u02-b.json	college-english	rw1-u02-b	Time slows down	4388	34	0	34	34	365	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	33	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u02-c.json	college-english	rw1-u02-c	Bonds of love	2154	7	0	7	7	442	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	6	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u03-a.json	college-english	rw1-u03-a	To feed the world	4472	9	0	9	9	759	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	8	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u03-b.json	college-english	rw1-u03-b	Heroes among us	4187	11	0	11	11	538	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	10	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u03-c.json	college-english	rw1-u03-c	Cering Dandar, a grassroots hero	2180	6	0	6	6	567	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	5	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u04-a.json	college-english	rw1-u04-a	Social media: How much is too much	4368	9	0	9	9	738	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	8	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u04-b.json	college-english	rw1-u04-b	Staying connected	4286	7	0	7	7	769	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	6	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u04-c.json	college-english	rw1-u04-c	Chinese people love their social media apps	2213	6	0	6	6	562	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	5	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u05-a.json	college-english	rw1-u05-a	Firm belief, eternal friendship	4785	9	0	9	9	640	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	8	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u05-b.json	college-english	rw1-u05-b	Gender variables in friendship: Contradiction or not?	4395	6	0	6	6	937	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	5	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u05-c.json	college-english	rw1-u05-c	Picture this: Friends forever	2338	8	0	8	8	368	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	7	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u06-a.json	college-english	rw1-u06-a	Cliff Young, an extraordinary runner	4938	14	0	14	14	853	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	13	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u06-b.json	college-english	rw1-u06-b	Shaping young lives with sports	4553	7	0	7	7	827	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	6	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw1/rw1-u06-c.json	college-english	rw1-u06-c	Lessons China can teach us about fitness	2340	10	0	10	10	588	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	9	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw2/rw2-u01-a.json	college-english	rw2-u01-a	An impressive English lesson	4817	17	0	17	17	607	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	16	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw2/rw2-u01-b.json	college-english	rw2-u01-b	The great journey of learning	4495	10	0	10	10	879	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	9	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw2/rw2-u01-c.json	college-english	rw2-u01-c	What challenges learners of Chinese?	2585	6	0	6	6	680	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	5	spacing_added	applied_frontend	resolved_frontend			
public/college-english/lessons/rw2/rw2-u02-a.json	college-english	rw2-u02-a	The road to my major	4789	10	0	10	10	765	text_and_structure_present	P2	render_existing_blocks_as_paragraphs	9	spacing_added	applied_frontend	resolved_frontend			
